County,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
KENDALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KENEDY,3153213.0,2981019.0,2541717.0,2774911.0,2154504.0,2047698.0,1229364.0,1796825.0,1842992.0,1901718.0,1603530.0,1865666.0,1839129.0,1550922.0,1454194.0,1041108.0
KENT,136901533.0,141587981.0,141472221.0,144745270.0,150650205.0,146826767.0,134377367.0,125037720.0,132005974.0,125063467.0,112407391.0,103955262.0,111862887.0,93544512.0,94993814.0,74983237.0
KERR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIMBLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KING,17122773.0,16803336.0,18111756.0,17332762.0,18837431.0,20624084.0,19756111.0,20455650.0,20200545.0,19042217.0,11792183.0,12769703.0,14403084.0,14161469.0,15004540.0,12047418.0
KINNEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLEBERG,1648680.0,2128971.0,2773031.0,3145184.0,3166934.0,3763328.0,2977466.0,2201361.0,2027924.0,1364155.0,808016.0,628579.0,736898.0,711564.0,759171.0,440117.0
KNOX,1760145.0,2499000.0,2917836.0,3115052.0,3783520.0,3517946.0,2600027.0,2815868.0,3115116.0,2380140.0,2202957.0,1932190.0,2179106.0,1841771.0,1664222.0,1220534.0
LA SALLE,3001735.0,5404113.0,14322544.0,36473457.0,53662673.0,56362290.0,41193263.0,58406616.0,61801582.0,66463908.0,44078305.0,40317082.0,41215571.0,46458801.0,49171087.0,36785045.0
LAMAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMB,6417353.0,6535991.0,6987683.0,7819520.0,7687267.0,6733488.0,6289103.0,5053314.0,4572841.0,3461400.0,3395219.0,5002129.0,4393565.0,4391211.0,4404697.0,3659443.0
LAMPASAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAVACA,4053028.0,4094982.0,3417641.0,2812551.0,2358648.0,6026574.0,5832638.0,5408632.0,4853874.0,8425229.0,7679705.0,7490799.0,5360830.0,10874933.0,9528209.0,6551676.0
LEE,3189143.0,2800093.0,3223963.0,3636399.0,4610574.0,4345349.0,3289602.0,3696372.0,4984010.0,5788265.0,4275447.0,5058366.0,5719607.0,5341208.0,4661435.0,3956240.0
LEON,4887239.0,3601363.0,7142673.0,9752244.0,9360862.0,7626528.0,5526078.0,5050905.0,4132722.0,2868111.0,2160544.0,1631671.0,2107861.0,1599321.0,1540464.0,1129947.0
LIBERTY,76594006.0,52266298.0,34488567.0,21345472.0,20998058.0,16831304.0,10848564.0,14938797.0,9093511.0,9236865.0,9011417.0,13831556.0,11540534.0,8640006.0,8540653.0,6121497.0
LIMESTONE,5902049.0,5322577.0,5243584.0,5498670.0,4774769.0,4128783.0,4656720.0,4596187.0,3862685.0,3425215.0,2899416.0,2545878.0,2625136.0,2578970.0,2422167.0,1755794.0
LIPSCOMB,3093812.0,3546216.0,4273175.0,4425012.0,5248484.0,4919617.0,4328708.0,4070506.0,4096800.0,3667455.0,2263661.0,1983913.0,1916514.0,1926255.0,2040769.0,1466823.0
LIVE OAK,6365785.0,7882032.0,11162632.0,9097193.0,10445685.0,7826490.0,5758155.0,5300597.0,5795194.0,5481079.0,5207172.0,5236738.0,6337942.0,6031277.0,5947067.0,4959021.0
LLANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOVING,17404811.0,21296688.0,30673890.0,40450110.0,70398603.0,118613006.0,168360259.0,234733659.0,422009520.0,536774569.0,663051919.0,732404587.0,898547134.0,1063343112.0,1244012694.0,925722869.0
LUBBOCK,27274868.0,29754804.0,29840472.0,29747468.0,29030002.0,27608406.0,25072083.0,23460434.0,22894889.0,21927097.0,17791063.0,21239457.0,21383611.0,21345855.0,21125906.0,15565972.0
LYNN,6072506.0,5440105.0,5420138.0,6086346.0,7535284.0,7295657.0,6400433.0,6092156.0,5688835.0,5567050.0,4409306.0,4515528.0,4962108.0,4555188.0,4058307.0,3037441.0
MADISON,3868718.0,3842964.0,5095036.0,7953967.0,15651793.0,15364000.0,9485769.0,8701367.0,10166165.0,8134928.0,5008764.0,4423104.0,4015426.0,4627897.0,4981059.0,4554616.0
MARION,2709921.0,3431591.0,3778668.0,3310889.0,2923411.0,2701352.0,2178302.0,2522938.0,3200837.0,3804338.0,3128261.0,3328276.0,3593557.0,3387197.0,2766375.0,1606623.0
MARTIN,45301386.0,53519654.0,69853565.0,81914512.0,101278751.0,116121765.0,129834158.0,158676786.0,224409796.0,282665254.0,293595013.0,323842804.0,315718749.0,336445380.0,350159913.0,262463183.0
MASON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MATAGORDA,11042690.0,9399568.0,9207613.0,8379789.0,7459697.0,6439129.0,5249838.0,4671206.0,4571772.0,4508077.0,4443869.0,4560992.0,4470187.0,4573928.0,4702782.0,3071546.0
MAVERICK,2484906.0,2172294.0,1808690.0,1794516.0,2062545.0,2258447.0,1811234.0,1831751.0,1408096.0,639749.0,1438973.0,1629696.0,1244893.0,1780811.0,2825537.0,2414671.0
MCCULLOCH,1107875.0,1013815.0,984771.0,970811.0,1067854.0,935727.0,743499.0,753744.0,732488.0,769364.0,785308.0,793583.0,822863.0,815129.0,756776.0,550411.0
MCLENNAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCMULLEN,5730027.0,5605100.0,7283912.0,15715383.0,26904260.0,29970911.0,26010694.0,22385679.0,29513359.0,28635640.0,17704323.0,14954227.0,20274125.0,27072701.0,33248751.0,23553609.0
MEDINA,4469.0,4626.0,3683.0,2777.0,9127.0,43038.0,65554.0,62861.0,59271.0,49328.0,33402.0,35510.0,33631.0,29586.0,28616.0,19556.0
MENARD,547032.0,596475.0,617716.0,633561.0,538591.0,450774.0,700766.0,879253.0,930744.0,984143.0,712438.0,857144.0,869385.0,848927.0,803726.0,447407.0
MIDLAND,48792013.0,54159195.0,67970729.0,73055062.0,86311618.0,110464200.0,158588337.0,201184359.0,245016468.0,291270695.0,301087561.0,300356985.0,330884692.0,376225588.0,384812600.0,300811797.0
MILAM,337695.0,339099.0,719692.0,909889.0,735278.0,473539.0,448186.0,983999.0,1701481.0,6731294.0,5124853.0,7861427.0,7567769.0,5457631.0,2484222.0,277546.0
MILLS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITCHELL,60791463.0,61460496.0,63491386.0,59049987.0,62074841.0,59670372.0,54465446.0,54951613.0,55359166.0,49125539.0,40236408.0,38848813.0,40105168.0,45500432.0,46413775.0,38577617.0
MONTAGUE,45920918.0,58075251.0,64176904.0,62593136.0,57853804.0,50603411.0,41712431.0,40464996.0,40072217.0,38999020.0,34245837.0,34058143.0,34260361.0,35439025.0,34978475.0,26388329.0
MONTGOMERY,81657090.0,82121078.0,86661628.0,90840540.0,88706360.0,97732889.0,77841565.0,83445227.0,81237090.0,77934454.0,64794306.0,68125461.0,69036164.0,70082225.0,55813941.0,42374566.0
MOORE,3724163.0,3557418.0,3863304.0,3668888.0,3708164.0,3574963.0,2645946.0,2089489.0,1833573.0,1799035.0,1621377.0,1687548.0,1772883.0,1738716.0,1610223.0,1147374.0
MORRIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOTLEY,1844989.0,1594855.0,1944318.0,2025671.0,1930750.0,2020242.0,1451715.0,1288910.0,1190539.0,1120806.0,857493.0,563125.0,612368.0,543441.0,439138.0,311120.0
NACOGDOCHES,11855306.0,10259698.0,10326244.0,8989147.0,6134254.0,5823257.0,5639747.0,6066967.0,7315088.0,7546198.0,6107441.0,6146990.0,6533323.0,7310642.0,6587226.0,4815805.0
NAVARRO,5528534.0,6781979.0,10667441.0,8054579.0,5765229.0,7862096.0,6073755.0,4960561.0,7049606.0,6510928.0,5683519.0,5231977.0,4307140.0,5028477.0,5854591.0,4496037.0
NEWTON,8923670.0,14114924.0,12580253.0,15580666.0,14270171.0,11409176.0,8404800.0,8092431.0,7159300.0,5721615.0,3064047.0,2870555.0,4139194.0,4546406.0,3909888.0,2634638.0
NOLAN,14866020.0,15463996.0,14892080.0,18343523.0,22397550.0,20823614.0,18901588.0,19567234.0,19675265.0,16713372.0,12925099.0,13131801.0,15186184.0,13386673.0,13131870.0,10005564.0
NUECES,5828844.0,7551386.0,7494331.0,7067303.0,6303932.0,5614797.0,5850717.0,5437284.0,5910472.0,4830564.0,3092955.0,2741830.0,2568212.0,2092825.0,1966072.0,1405042.0
OCHILTREE,8829601.0,9775270.0,10094875.0,11309161.0,16266623.0,15388825.0,10058874.0,9362363.0,12600099.0,12896152.0,11038831.0,10884542.0,10629187.0,9427484.0,9976487.0,7749698.0
OLDHAM,2844586.0,2232887.0,2678059.0,2872049.0,3810297.0,3775866.0,2773225.0,2316291.0,2880341.0,3432622.0,2827561.0,1906820.0,1238046.0,1797709.0,2714514.0,1956045.0
ORANGE,5641618.0,6291905.0,6288878.0,5563641.0,5935617.0,4606345.0,3499006.0,3438090.0,3661852.0,3987128.0,3555941.0,4458240.0,5310486.0,5429244.0,4496523.0,3368820.0
PALO PINTO,9227787.0,7498907.0,8095300.0,10921001.0,11379111.0,10791534.0,6909595.0,6432805.0,7567235.0,5169475.0,2593236.0,2165550.0,2179093.0,1877886.0,1701081.0,1280039.0
PANOLA,68257371.0,56180320.0,50793695.0,51929517.0,62551420.0,59886471.0,49248553.0,47004514.0,52703731.0,61050326.0,66799428.0,73156988.0,80925869.0,78406984.0,73530371.0,50640543.0
PARKER,32529155.0,29821651.0,31791180.0,29441215.0,26968210.0,22684476.0,18103536.0,14890832.0,14346540.0,12107316.0,11436594.0,11632157.0,10216166.0,10189429.0,9546298.0,6982298.0
PARMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PECOS,236386869.0,234230955.0,239550563.0,228402064.0,219527783.0,209527000.0,207686061.0,231050482.0,264008022.0,318011501.0,343353968.0,356462148.0,359023845.0,367556811.0,344923452.0,243878792.0
POLK,7210696.0,7842345.0,7106012.0,7739389.0,9242246.0,9027287.0,8875332.0,7554978.0,8262958.0,7650758.0,6390174.0,5993016.0,7286724.0,7249803.0,6485025.0,4642515.0
POTTER,1001131.0,1171590.0,1435414.0,1384020.0,1551042.0,2579503.0,1701618.0,2253575.0,1544463.0,877936.0,519495.0,1673972.0,1676484.0,1733768.0,213539.0,256538.0
PRESIDIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAINS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REAGAN,59264740.0,68797807.0,73244646.0,92573579.0,109916156.0,112803883.0,105098646.0,121006852.0,150629239.0,178686725.0,140290462.0,128144542.0,119011115.0,140415355.0,156446445.0,123443482.0
REAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RED RIVER,643212.0,738459.0,843853.0,1270445.0,1286567.0,1320376.0,1219140.0,1324074.0,1367168.0,1053159.0,617317.0,851338.0,882075.0,742831.0,626098.0,212770.0
REEVES,16899592.0,31525398.0,44512573.0,64276327.0,125686707.0,204853213.0,244390182.0,415640085.0,704154154.0,946292287.0,913201906.0,911080536.0,1063582832.0,1184522754.0,1236614366.0,945265406.0
REFUGIO,89424844.0,86790008.0,84770935.0,90177610.0,95702617.0,89834867.0,78975971.0,74112048.0,77116650.0,77945777.0,73584133.0,67913314.0,70764463.0,78566374.0,81351856.0,59662572.0
ROBERTS,2633505.0,3205487.0,2978156.0,4004798.0,5294445.0,4416436.0,3057662.0,2733281.0,2373916.0,1707747.0,1112856.0,1213647.0,1372088.0,1518785.0,1573536.0,865256.0
ROBERTSON,6803770.0,6397865.0,6185893.0,7543870.0,7050502.0,5134771.0,3682139.0,3785219.0,3423912.0,2768753.0,1788439.0,1414054.0,1341353.0,1259695.0,1810651.0,1381107.0
ROCKWALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUNNELS,7097853.0,7854699.0,8801040.0,9885648.0,10549623.0,8578775.0,5819287.0,5747428.0,4390455.0,3936620.0,2607624.0,2409833.0,2782173.0,2528381.0,1600426.0,1035874.0
RUSK,106751247.0,105276393.0,109961457.0,108929156.0,111810322.0,119554450.0,103548963.0,103911570.0,103781838.0,106935530.0,91870034.0,92969906.0,100132258.0,99155709.0,100722031.0,78349979.0
SABINE,0.0,0.0,0.0,0.0,0.0,0.0,15601.0,13215.0,6910.0,53767.0,69340.0,90760.0,17030.0,1622677.0,1163823.0,682278.0
SAN AUGUSTINE,5035281.0,5406995.0,5631679.0,3496269.0,3395073.0,3109118.0,3264063.0,2481060.0,2476039.0,4682094.0,7111636.0,11662930.0,8361230.0,10392527.0,8401555.0,6954318.0
SAN JACINTO,2486689.0,3668132.0,4695686.0,4237948.0,3350093.0,3106853.0,2361151.0,1328594.0,1156075.0,1019383.0,974016.0,267837.0,381248.0,352175.0,328968.0,325090.0
SAN PATRICIO,14660169.0,13804399.0,15202787.0,16755709.0,19838515.0,17934938.0,17154954.0,15967252.0,21304486.0,27148099.0,19300713.0,18587769.0,16688580.0,14864313.0,12992952.0,9590636.0
SAN SABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHLEICHER,2929828.0,2716582.0,2431372.0,2163670.0,2162401.0,2655537.0,2519750.0,2237740.0,1871274.0,2073753.0,1724831.0,1813126.0,2128990.0,2059739.0,1759577.0,1001087.0
SCURRY,267449786.0,272215313.0,331854363.0,358881025.0,350554979.0,349502453.0,353607666.0,364277895.0,371074372.0,362406714.0,325527084.0,328176481.0,326166919.0,284865215.0,280535916.0,207530043.0
SHACKELFORD,7919659.0,8068581.0,8592352.0,8587813.0,9653586.0,10156535.0,9289388.0,8387126.0,7993370.0,6966146.0,5864231.0,5759266.0,5739028.0,5596316.0,5054457.0,3801553.0
SHELBY,36924949.0,45470487.0,47797662.0,34237464.0,33710287.0,30077439.0,25277764.0,29845897.0,36819419.0,35877539.0,26421116.0,28976274.0,36166364.0,42184101.0,31324984.0,4586353.0
SHERMAN,1138401.0,977421.0,1022521.0,1352586.0,1431686.0,1324244.0,1286930.0,1271916.0,1204169.0,1437661.0,1527308.0,1054825.0,1543639.0,1740895.0,1590124.0,1326194.0
SMITH,33844876.0,34585622.0,37074035.0,36820784.0,36646834.0,35589347.0,32983797.0,32791396.0,33650062.0,34319797.0,31165192.0,27640917.0,29592002.0,30401567.0,29646235.0,21650853.0
SOMERVELL,5956703.0,6318956.0,4700338.0,5386035.0,3404543.0,2111461.0,2430285.0,1883746.0,1605231.0,1430863.0,1290960.0,1200822.0,1351054.0,1130356.0,1189747.0,850459.0
STARR,8702810.0,7827899.0,8411456.0,7757511.0,7883493.0,6851919.0,6512586.0,6286334.0,6719904.0,6237873.0,5363422.0,5353439.0,5477800.0,4908084.0,3436081.0,2550144.0
STEPHENS,223200386.0,228387989.0,237132520.0,248181581.0,263547592.0,274687327.0,263578369.0,266115052.0,263513632.0,261182235.0,239044057.0,241872721.0,243094230.0,229872668.0,235887162.0,176768756.0
STERLING,8359510.0,9130256.0,8766029.0,11329066.0,13287288.0,11429057.0,8536059.0,7736741.0,7837642.0,5591530.0,4931103.0,3838762.0,3725909.0,4266373.0,4328075.0,3134792.0
STONEWALL,16723448.0,17069951.0,21158947.0,27097682.0,31951484.0,38623567.0,37393930.0,35782368.0,32667004.0,31179463.0,26878045.0,25063614.0,27974251.0,24668674.0,21471844.0,15575468.0
SUTTON,6213330.0,6198316.0,6832877.0,4438702.0,3754020.0,3055526.0,2172034.0,2090053.0,1952154.0,1579444.0,1323680.0,1109548.0,1080061.0,1134744.0,1012093.0,753284.0
SWISHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARRANT,31331002.0,34062056.0,33283792.0,32974682.0,30201042.0,25814845.0,23481305.0,22006397.0,23756466.0,21607562.0,21980050.0,20121230.0,20261262.0,19236092.0,18901618.0,13178296.0
TAYLOR,3946266.0,3147884.0,3491215.0,3311482.0,3762947.0,3379999.0,4713922.0,3377191.0,2854919.0,2900209.0,2547329.0,2618805.0,2543683.0,2066714.0,1889867.0,1364686.0
TERRELL,585610.0,175923.0,0.0,0.0,32499.0,177818.0,289504.0,327317.0,248743.0,263779.0,52065.0,80319.0,107638.0,53326.0,22150.0,2184.0
TERRY,79277261.0,77397165.0,79309310.0,79472359.0,80712530.0,79989953.0,79523331.0,72851825.0,61020947.0,57702618.0,40385191.0,40515958.0,49911389.0,49069378.0,49018623.0,36486202.0
THROCKMORTON,7444181.0,7482609.0,7682562.0,8794463.0,10260139.0,11511810.0,9875340.0,9717185.0,10113058.0,9086330.0,7846873.0,8189825.0,7570668.0,7186339.0,6725575.0,4686133.0
TITUS,27565960.0,26145551.0,25798431.0,22232256.0,32617633.0,38073955.0,36948965.0,34299846.0,33343572.0,33230476.0,24549890.0,28726071.0,31329282.0,28801496.0,23782569.0,18509857.0
TOM GREEN,11403642.0,10272768.0,12146750.0,10933564.0,10710981.0,10170158.0,10103767.0,9290875.0,7142997.0,6583517.0,4055658.0,3750081.0,4360429.0,4290583.0,6099822.0,4449071.0
TRAVIS,588.0,662.0,670.0,1045.0,1125.0,1297.0,1575.0,1055.0,1065.0,1155.0,1230.0,820.0,1030.0,1090.0,730.0,702.0
TRINITY,410647.0,510738.0,509543.0,484722.0,559028.0,595745.0,598591.0,544814.0,483636.0,569740.0,369815.0,458229.0,508222.0,502195.0,409896.0,279032.0
TYLER,3171224.0,3434320.0,3387872.0,4390772.0,4324396.0,4957329.0,4823637.0,5125781.0,5836882.0,4525707.0,2880550.0,3205105.0,6227389.0,6171252.0,6466866.0,4186266.0
UPSHUR,127745632.0,130033228.0,133325587.0,135304983.0,140956638.0,139931428.0,102457425.0,96201571.0,101530815.0,97687533.0,77308058.0,74149253.0,86664482.0,93742305.0,99841613.0,77213552.0
UPTON,101944177.0,108690783.0,124344691.0,128084402.0,146983958.0,171407160.0,180686582.0,195024506.0,222449445.0,234607477.0,222064633.0,178469165.0,200672395.0,193922872.0,202449250.0,159073274.0
UVALDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAL VERDE,13667.0,5834.0,4650.0,500.0,5740.0,0.0,0.0,900.0,4760.0,4410.0,1220.0,4680.0,2950.0,3440.0,2935.0,2371.0
VAN ZANDT,19065632.0,15774047.0,15695554.0,17138500.0,20266612.0,17133973.0,21469276.0,19457651.0,23185840.0,23642690.0,23595644.0,22930077.0,23729770.0,23244572.0,24180564.0,18221112.0
VICTORIA,16916107.0,19508777.0,19701330.0,20160321.0,22269892.0,26788836.0,30513944.0,28257470.0,40851470.0,50404852.0,45046778.0,42820905.0,41303412.0,38446227.0,40738284.0,30744753.0
WALKER,0.0,0.0,0.0,0.0,2267.0,2310965.0,2575861.0,2096824.0,71581.0,681.0,83846.0,121583.0,125729.0,145076.0,311300.0,498684.0
WALLER,14297060.0,14881088.0,15177717.0,16459543.0,18534001.0,17469364.0,13789191.0,14338949.0,14372303.0,13679820.0,9766832.0,10576787.0,10895041.0,8921881.0,8348056.0,3714561.0
WARD,73979207.0,89085326.0,117606174.0,123228518.0,142001651.0,152946106.0,150029118.0,165229391.0,205031130.0,274626146.0,282685844.0,274902016.0,283485514.0,313298863.0,345046272.0,242900445.0
WASHINGTON,1085639.0,1134105.0,495362.0,374276.0,424547.0,372524.0,397502.0,485572.0,468710.0,455071.0,491466.0,387150.0,1322636.0,6711393.0,7305179.0,4925098.0
WEBB,9052275.0,11038678.0,10267906.0,10244719.0,10118647.0,9328766.0,9448185.0,10921819.0,11394855.0,9358577.0,7398344.0,8658248.0,8714902.0,9638644.0,8907402.0,6742484.0
WHARTON,62045532.0,47401084.0,39788609.0,40656641.0,44538771.0,41033578.0,38011767.0,32195406.0,35722132.0,34661777.0,28524001.0,26791166.0,30949903.0,25656300.0,27855107.0,18465071.0
WHEELER,20831583.0,31243485.0,33049974.0,35617056.0,31446487.0,29824362.0,23705511.0,18956211.0,16664475.0,15804760.0,12434901.0,10598051.0,10662466.0,11628438.0,10202751.0,6689182.0
WICHITA,75388014.0,77525473.0,78921487.0,83194425.0,81277436.0,80978020.0,80765142.0,77947792.0,77294505.0,76577077.0,70220854.0,70171834.0,68877492.0,68528692.0,65651319.0,48296241.0
WILBARGER,13867332.0,13438252.0,14988436.0,17310733.0,16709553.0,15949887.0,14722905.0,15316581.0,15745844.0,15333572.0,13915520.0,12137405.0,13013568.0,12792973.0,11360456.0,8297088.0
WILLACY,3155958.0,4212633.0,5298114.0,4799354.0,5122773.0,4626668.0,3646938.0,3135373.0,3027465.0,3187261.0,2759464.0,2813634.0,2845845.0,2617633.0,2437931.0,1101762.0
WILLIAMSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILSON,3761763.0,4294487.0,4125541.0,3728642.0,4492489.0,3926277.0,2190862.0,2029218.0,3118004.0,3605242.0,6126208.0,12501733.0,11083739.0,12185069.0,15597257.0,11996634.0
WINKLER,88295107.0,81897995.0,78466052.0,88179574.0,92781901.0,107171388.0,92258126.0,106438642.0,138252525.0,163536189.0,149934070.0,141091012.0,139242949.0,148643502.0,158724604.0,121101721.0
WISE,24975323.0,33681581.0,32684211.0,28519413.0,25657001.0,21836832.0,16410224.0,15512717.0,16905532.0,16827501.0,12280972.0,12661528.0,14245174.0,14805254.0,12419685.0,8905024.0
WOOD,66201273.0,64611028.0,64922547.0,65063993.0,64796904.0,54237657.0,47134732.0,44214848.0,41445415.0,37293428.0,27280528.0,30536312.0,28397137.0,26673031.0,26380700.0,20202508.0
YOAKUM,263776327.0,256339304.0,274604517.0,286923521.0,304429990.0,311025925.0,301533165.0,318392292.0,342280610.0,357538054.0,368178124.0,266469573.0,286190377.0,271157734.0,275599732.0,201658942.0
YOUNG,16810535.0,17512367.0,19806848.0,20608226.0,21075101.0,20294053.0,19006376.0,18227687.0,17735072.0,17892944.0,16558316.0,16319783.0,14477801.0,14510222.0,13380573.0,9983340.0
ZAPATA,7366995.0,6294202.0,5841921.0,5184168.0,4784635.0,4283048.0,4333167.0,3823270.0,4201525.0,3561982.0,2829862.0,2164656.0,1842169.0,1792581.0,1469744.0,957402.0
ZAVALA,705561.0,864821.0,2198566.0,3571238.0,1756176.0,945663.0,389326.0,408840.0,528084.0,522986.0,616961.0,699987.0,792488.0,724534.0,619383.0,593705.0
